"Event Name","Start Date","End Date",Country,State,City,Venue,"Region 1","Region 2","Region 3",Contacts,URL,URL2,URL3,Sponsorship,Stakeholders,Type
"RED HAT JBOSS for THE INTERNET OF THINGS -Vancouver",2014-10-22,2014-10-22,Canada,"British Columbia",Vancouver,"Avnet, Inc.","NORTH AMERICA",Canada,,,http://avnet.cvent.com/events/avnet-inc-presents-red-hat-jboss-for-the-internet-of-things-workshop/event-summary-60aee7383c84447284ae7f482d19d94b.aspx,,,,Middleware,"Customer Event"
"All Things Open 2014",2014-10-22,2014-10-23,USA,"North Carolina",Raleigh,"Raleigh Convention Center","NORTH AMERICA",East,,,http://www.allthingsopen.org/,https://mojo.redhat.com/docs/DOC-984388,,"Diamond Sponsor","Opensource.com,Openshift","Industry Event"
"RH Forum - Building IT for the Future",2014-10-23,2014-10-23,USA,"District of Columbia",D.C.,"Embassy Suites DC Convention Center","NORTH AMERICA","East,Public Sector",,,https://meeting-reg.com/redhat/forum2014/dc/index.php,,,,"Field Marketing","Customer Event"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
"Red Hat Forum 2014 - Shanghai",2014-10-23,2014-10-23,,,,,APAC,"Greater China",,,,,,,"Cloud,Field Marketing,Middleware","Red Hat Hosted"
"OpenStack Webinar",2014-10-23,2014-10-23,,,,,,,,,https://mojo.redhat.com/docs/DOC-985312?sr=stream,,,,,Webinars
"OpenStack Meetup - Seattle, WA",2014-10-23,2014-10-23,USA,Washington,Seattle,"Blue Box Group, 119 Pine Street, #200","NORTH AMERICA",West,,,http://www.meetup.com/OpenStack-Seattle/,,,,,"User Groups"
"JBoss Webinar",2014-10-23,2014-10-23,,,,,,,,,https://mojo.redhat.com/docs/DOC-985103,,,,,Webinars
"AFCEA Alamo ACE 2014",2014-10-27,2014-10-29,USA,Texas,"San Antonio","La Cantera Resort","NORTH AMERICA","Public Sector",,,http://www.alamoace.org/?,,,,"Field Marketing,Public Sector","Industry Event"
"Gartner Symposium ITxpo Japan 2014",2014-10-27,2014-10-29,Japan,,Tokyo,,APAC,Japan,,,http://www.gartner.com/technology/symposium/japan/,https://mojo.redhat.com/docs/DOC-972974,,"Platinum including:
Platinum Sponsorship:
    5 x External complimentary full registration for CLIENTS!
    5 x Internal full complimentary registration
    1 x SPS speaker pass
    16 x Exhibitor booth staff passes (ITxpo access only)
    6 x Transferable session pass (to allow session access for booth staff)
    50 ITxpo Only passes for clients and prospects
Booth: 6x9m including meeting area ","Cloud,Middleware,Platform,Storage,Virtualization","Analyst Event"
"NetApp Insight Americas 2014",2014-10-27,2014-10-30,USA,Nevada,"Las Vegas","MGM Grand","NORTH AMERICA",West,,,http://www.netapp-insight.com/?&global[cui]=6df2b59b07537447fd19c6cc6dccfe7c&page=Conference_Information,https://mojo.redhat.com/docs/DOC-982301,,"Gold Sponsor","Global Partner Marketing","Red Hat Partner Event"
"ZendCon 2014",2014-10-27,2014-10-30,USA,California,"Santa Clara",,"NORTH AMERICA",West,,,http://www.zendcon.com/,,,,,"Developer Event"
"GTEC - Ottawa",2014-10-27,2014-10-30,Canada,Ontario,Ottawa,"Ottawa Convention Center","NORTH AMERICA",Canada,,,http://www.gtec.ca/?_mc=SEM_ADW_LE_GTEC_0101&gclid=CNnE8YT0nMACFc1i7Aod0BsA6w,,,,,"Industry Event"
"Microsoft TechEd Europe 2014",2014-10-27,2014-10-31,Spain,,Barcelona,"Fira Barcelona",EMEA,"Iberia ",,,http://europe.msteched.com/,https://mojo.redhat.com/docs/DOC-942255,,"Silver Sponsor",Platform,"Industry Event"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
"Red Hat Forum 2014 - Hong Kong",2014-10-28,2014-10-28,"Hong Kong",,,,APAC,"Greater China",,,,,,,"Cloud,Field Marketing,Middleware","Red Hat Hosted"
"Training xxx@redhat.com Day: -- Cell: --",https://mojo.redhat.com/docs/DOC-980411?sr=stream,,,,,Webinars
"RH Forum - Building IT for the Future",2014-10-28,2014-10-28,USA,Georgia,Atlanta,"Westin Buckhead Atlanta","NORTH AMERICA",East,,,https://meeting-reg.com/redhat/forum2014/atlanta/index.php,,,,"Field Marketing","Customer Event"
"Gartner xxx@redhat.com Day: 9195551212 Cell: 9195551212",http://www.gartner.com/technology/symposium/brazil/,,,"Platinum Sponsor ","Cloud,Middleware,Openshift,OpenStack,Platform,Storage,Virtualization","Industry Event"
"Ohio State University Storage Workshop (Private)",2014-10-29,2014-10-29,USA,Ohio,Columbus,"Ohio State University - Ohio Supercomputer Center","NORTH AMERICA","Public Sector",,,,,,,"Storage,Public Sector,Field Marketing","Red Hat Hosted"
"JBoss Webinar",2014-10-29,2014-10-29,,,,,,,,,https://mojo.redhat.com/docs/DOC-985104,,,,,Webinars
"Platform Without Boundaries",2014-10-29,2014-10-29,USA,Illinois,Chicago,TBD,"NORTH AMERICA",Central,,,,,,,"Field Marketing","Customer Event"
"Nashville, Lunch and Learn",2014-10-29,2014-10-29,USA,Tennessee,Nashville,TBD,"NORTH AMERICA",East,,,,,,,,"C-level Event"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
"JBoss Webinar",2014-10-30,2014-10-30,,,,,,,,,https://mojo.redhat.com/docs/DOC-987791?sr=stream,,,,,Webinars
"OpenStack webinar",2014-10-30,2014-10-30,,,,,"NORTH AMERICA","East,Central,West,Canada,Public Sector",,,https://mojo.redhat.com/docs/DOC-992243,,,,Cloud,Webinars
"Red Hat Forum 2014 - Taipei",2014-10-30,2014-10-30,Taiwan,,Taipei,,APAC,"Greater China",,,,,,,"Cloud,Field Marketing,Middleware","Red Hat Hosted"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
"Ohio Digital Summit",2014-10-30,2014-10-31,USA,Ohio,Columbus,,"NORTH AMERICA","Public Sector",,,http://www.govtech.com/events/Ohio-Digital-Government-Summit.html,,,,"Public Sector,Platform,Field Marketing","Industry Event"
"Cerner xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://events.ucern.com/chc2014/overview,,,,,"Customer Event"
"Tech Target - Storage Decisions NY 2014",2014-11-03,2014-11-04,USA,,"New York City",,"NORTH AMERICA",East,,,http://storagedecisions.techtarget.com/newyork/index.html,https://mojo.redhat.com/docs/DOC-986606,,,Storage,"Industry Event"
"ProSys xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://mojo.redhat.com/docs/DOC-984478,,,,Channel,"Red Hat Partner Event"
"OpenStack xxx@redhat.com Day: 9195551212 Cell: 9195551212
Eva xxx@redhat.com Day: +49 91955512127 Cell: +123456778949 174 3284736
Gerti xxx@redhat.com Day: +9195551212 Cell: +49 (0)173 165 7536 ",https://www.openstack.org/summit/openstack-summit-atlanta-2014/,https://mojo.redhat.com/groups/openstack-summit-2014-paris,,"Headline Sponsor ","Cloud,Virtualization","Developer Event"
"Google Cloud Platform Live",2014-11-04,2014-11-04,USA,California,"San Francisco","Mission Bay Conference Center","NORTH AMERICA",West,,,https://www.gcp-live.com/,,,,Cloud,"Industry Event"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
"Internet of Things Expo - CA",2014-11-04,2014-11-06,USA,California,"Santa Clara","Santa Clara Convention Center","NORTH AMERICA","East,Central,West,Canada",,,http://www.thingsexpo.com/,,,,"Channel,Field Marketing",
"Dell World 2014",2014-11-04,2014-11-07,USA,Texas,Austin,,"NORTH AMERICA",Central,,,http://dellworld.com/,https://mojo.redhat.com/docs/DOC-986542,,"Silver Sponsor","Global Partner Marketing","Red Hat Partner Event"
"Platform xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",http://www.redhatinfrastructureworkshops.com/,,,,"Field Marketing,Platform","Customer Event"
"JBoss xxx@redhat.com Day: -- Cell: --",https://mojo.redhat.com/docs/DOC-986965?sr=stream,,,,Middleware,Webinars
"Red Hat JBoss BPM Suite Workshop",2014-11-05,2014-11-05,,,,"MicroTek 1110 Vermont Ave. NW Washington, DC 20005","NORTH AMERICA","Public Sector",,,https://engage.redhat.com/jboss-bpm-suite-workshop-e-919555121204,,,,,"User Groups"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,"Middleware,Field Marketing","Customer Event"
"RH xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",https://meeting-reg.com/redhat/forum2014/dallas/index.php,,,,"Field Marketing","Customer Event"
"Platform xxx@redhat.com Day: -- Cell: --",https://mojo.redhat.com/docs/DOC-985102,,,,Platform,Webinars
"En Pointe IT Expo",2014-11-06,2014-11-06,USA,California,"Long Beach","Renaissance Long Beach Hotel","NORTH AMERICA",West,,,,,,,,"Customer Event"
"GovLoop Webinar: How Open Source Can Help Overcome Government's Biggest Challenges",2014-11-06,2014-11-06,,,,,"NORTH AMERICA","Public Sector",,,https://event.on24.com/eventRegistration/EventLobbyServlet?target=reg20.jsp&eventid=867489&sessionid=1&key=FFA6C30D4AC12742D56B8D00C1FFB42D&sourcepage=register,,,,"Field Marketing,Public Sector",Webinars
"XIV xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://registro.amibweb.com.mx/,,,,,"Industry Event"
"Red Hat / Technologent Amex Client Event",2014-11-09,2014-11-09,USA,Arizona,Phoenix,"PHX Raceway ","NORTH AMERICA",West,,,http://www.phoenixraceway.com/Tickets-Events/Corporate-Hospitality/The-Village.aspx,,,,Channel,"C-level Event"
"Gartner xxx@redhat.com Day: +9195551212 Cell: +49 (0)173 165 7536 ",http://www.gartner.com/technology/symposium/barcelona/,,,"Premier including:
Premier Sponsorship:
    5 x External complimentary full registration for CLIENTS!
    5 x Internal full complimentary registration
    1 x SPS speaker pass
    16 x Exhibitor booth staff passes (ITxpo access only)
    6 x Transferable session pass (to allow session access for booth staff)
    50 ITxpo Only passes for clients and prospects
Booth: 6 x 9 m including meetingarea ","Cloud,Middleware,Platform,Storage,Virtualization","Analyst Event"
"MoreDirect xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://mojo.redhat.com/docs/DOC-994333,,,,"Platform,Channel,Virtualization","Red Hat Partner Event"
"Devoxx 2014",2014-11-10,2014-11-14,Belgium,,Amsterdam,,EMEA,Benelux,,,http://www.devoxx.be/#/,,,,Middleware,"Developer Event"
"CIO xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",,,,,Cloud,"C-level Event"
"SAP D-code EMEA (formerly SAP TechED EMEA) 2014",2014-11-11,2014-11-14,Germany,,Berlin,,EMEA,"Eastern Europe",,,http://www.sapdcode.com/,https://mojo.redhat.com/docs/DOC-982822,,"Superior Sponsorship Package",Platform,"Red Hat Partner Event"
"AWS xxx@redhat.com Day: 9195551212 Cell: 9195551212",https://reinvent.awsevents.com/,https://mojo.redhat.com/docs/DOC-987965,,"Gold Sponsorship","Cloud,Openshift,Storage","Red Hat Partner Event"
"Platform xxx@redhat.com Day: -- Cell: --",https://mojo.redhat.com/docs/DOC-985102,,,,Platform,Webinars
"JBoss xxx@redhat.com Day: -- Cell: --",https://mojo.redhat.com/docs/DOC-986965?sr=stream,,,,Middleware,Webinars
"BAI Retail Delivery 2014",2014-11-12,2014-11-14,USA,Illinois,Chicago,"McCormick Place",,,,,http://www.bai.org/retaildelivery,https://mojo.redhat.com/docs/DOC-995351,,,"Channel,Platform","Industry Event"
"RHEL Tour",2014-11-13,2014-11-13,USA,Texas,Dallas,TBD,"NORTH AMERICA",Central,,,http://www.redhatinfrastructureworkshops.com/,,,,"Field Marketing","Customer Event"
"FedInsider Webinar:  The Big Switch: Government Infrastructure in the Cloud",2014-11-13,2014-11-13,,,,,"NORTH AMERICA","Public Sector",,,https://goto.webcasts.com/starthere.jsp?ei=1045976&sti=rh,,,,"Field Marketing,Public Sector",Webinars
"AWS Executive Roundtable Dinner",2014-11-13,2014-11-13,USA,Nevada,"Las Vegas","NoBu Hard Rock Hotel, Las Vegas","NORTH AMERICA","Central,West",,,,,,,,"Red Hat Hosted"
"NYC Tech Forum",2014-11-13,2014-11-14,USA,"New York","New York",,"NORTH AMERICA","Public Sector",,,http://www.govtech.com/events/New-York-City-Technology-Forum.html,,,,"Public Sector,Platform,Field Marketing","Industry Event"
" SuperComputing 2014",2014-11-16,2014-11-21,USA,Louisiana,"New Orleans","Ernest N. Morial Convention Center","NORTH AMERICA","East,Public Sector",,,http://sc14.supercomputing.org/,,,Exhibitor,"Field Marketing,Public Sector","Industry Event"
"NetApp Insight EMEA 2014",2014-11-17,2014-11-20,Germany,,Berlin,,EMEA,"Eastern Europe",,,http://www.netapp-insight.com/,,,,,"Red Hat Partner Event"
"OpenStack webinar",2014-11-18,2014-11-18,,,,,,,,,https://mojo.redhat.com/docs/DOC-991473,,,,,Webinars
"Training Webinar",2014-11-18,2014-11-18,,,,,,,,,https://mojo.redhat.com/docs/DOC-991474,,,,,Webinars
"MCAGCC Twentynine Palms",2014-11-18,2014-11-18,USA,California,"Twentynine Palms",,"NORTH AMERICA","Public Sector",,,,,,,"Public Sector","Industry Event"
"Boston SLED & SI Road tour stop - Invite Only",2014-11-18,2014-11-18,USA,Massachusetts,Boston,"Marriott Copely place","NORTH AMERICA","Public Sector",,,http://info.carahsoft.com/LE-2014-11-18RHSIRoadshowBoston_LE-2014-10-10-CollabNet-Agile-Workshops_LP-For-Form.html,,,,"Field Marketing,Channel,Public Sector","Red Hat Partner Event"
"Platform webinar",2014-11-19,2014-10-22,,,,,,,,,https://mojo.redhat.com/docs/DOC-985102,,,,,Webinars
"EpIc Technology Day - Mannitoba",2014-11-19,2014-11-19,Canada,Manitoba,Manitoba,,"NORTH AMERICA",Canada,,,http://techday.ca/,http://techday.ca/schedule/,http://techday.ca/registration/,,"Field Marketing","Industry Event"
"JBoss webinar series",2014-11-19,2014-11-19,,,,,,,,,https://mojo.redhat.com/docs/DOC-986965?sr=stream,,,,,Webinars
"Red xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.eventbrite.com/e/michigan-red-hat-enterprise-user-group-november-2014-tickets-91955512123?aff=mcivte,,,,,"User Groups"
"Red xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.meetup.com/Greater-Los-Angeles-Area-Red-Hat-User-Group-RHUG/,,,,,"User Groups"
"Platform webinar",2014-11-19,2014-11-19,,,,,,,,,https://mojo.redhat.com/docs/DOC-985102,,,,,Webinars
"Strata Europe 2014",2014-11-19,2014-11-21,Spain,,Barcelona,,EMEA,Iberia,,,http://strataconf.com/strataeu2014,,,"Exabyte Sponsor",Storage,"Industry Event"
"Vitrine Technologique (Québec City)",2014-11-20,2014-11-20,Canada,Quebec,"Quebec city","SFL offices","NORTH AMERICA",Canada,,,http://www.vitrine-technologique.gouv.qc.ca/vitrine%20technologique.nsf/Activit%C3%A9s/9AA4A91025824A3185257D420055CCAE?OpenDocument&SessionID=undefined,,,,"Cloud,Openshift,OpenStack","Customer Event"
"Red Hat Customer Convergence - Nashville",2014-11-20,2014-11-20,,,Nashville,"Nashville City Club","NORTH AMERICA",West,,,,,,,GSS,"Customer Event"
"Red xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://engage.redhat.com/content/rh-user-group-e-919555121243,,,,Cloud,"User Groups"
"FedInsider Live Briefing (JBoss)",2014-11-20,2014-11-20,,"District of Columbia",Washington,"The Willard","NORTH AMERICA","Public Sector",,,http://www.eventbrite.com/e/the-path-from-legacy-systems-the-agency-playbook-to-migrate-update-and-modernize-registration-91955512123?aff=RedHat,,,,"Field Marketing,Public Sector","Customer Event"
"Embedded webinar",2014-11-20,2014-11-20,,,,,,,,,,,,,,Webinars
"Tentative xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.meetup.com/OpenStack-LA/?a=mm1_l6,,,,Cloud,"User Groups"
"JUDCon 2014: China",2014-11-20,2014-11-21,China,,,,APAC,"Greater China",,,http://www.jboss.org/events/JUDCon/2014,,,,Middleware,"Red Hat Hosted"
"Vitrine Technologique (Montreal)",2014-11-21,2014-11-21,Canada,Quebec,Montreal,"Notman House ","NORTH AMERICA",Canada,,,http://www.vitrine-technologique.gouv.qc.ca/vitrine%20technologique.nsf/Activit%C3%A9s/9AA4A91025824A3185257D420055CCAE?OpenDocument&SessionID=undefined,,,,"OpenStack,Openshift,Platform","Customer Event"
"JBoss webinar series",2014-12-02,2014-12-02,,,,,,,,,https://mojo.redhat.com/docs/DOC-986965?sr=stream,,,,,Webinars
"HP xxx@redhat.com Day: +9195551212 Cell: +9195551212",http://h30614.www3.hp.com/Discover/home,,,,"Global Partner Marketing","Red Hat Partner Event"
"Gartner Data Center US 2014",2014-12-02,2014-12-05,USA,Nevada,"Las Vegas",,"NORTH AMERICA",West,,,http://www.gartner.com/technology/summits/na/data-center/,,,,"Platform,Storage,Cloud","Industry Event"
"CIO Executive Summit",2014-12-03,2014-12-03,USA,California,"San Francisco","Hotel Nikko","NORTH AMERICA",West,,,,,,,"Field Marketing","C-level Event"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
"Cloud Webinar",2014-12-03,2014-12-03,,,,,,,,,https://mojo.redhat.com/docs/DOC-982584,,,,,Webinars
"DIA Tech Expo 2014",2014-12-04,2014-12-04,usa,Virginia,,,"NORTH AMERICA","Public Sector",,,http://ncsi.com/techexpos/2014/dia/index.php,,,,"Public Sector","Industry Event"
"Gartner AADI US 2014",2014-12-08,2014-12-10,USA,Nevada,"Las Vegas","Caesar's Palace","NORTH AMERICA",West,,,http://www.gartner.com/technology/summits/na/applications/,https://mojo.redhat.com/docs/DOC-979670,,"Silver sponsor","Cloud,Middleware","Industry Event"
"JBoss webinar series",2014-12-09,2014-12-09,,,,,,,,,https://mojo.redhat.com/docs/DOC-986965?sr=stream,,,,,Webinars
"TechNet Asia Pacific 2014",2014-12-09,2014-12-11,USA,Honolulu,HI,"Hilton Hawaiian Village","NORTH AMERICA",,,,http://events.jspargo.com/TNAP14/public/enter.aspx,,,,"Public Sector,Field Marketing","Industry Event"
"Red Hat CIO Symposium",2014-12-10,2014-12-12,"Sri Lanka",,,,APAC,India,,,,,,,,"Red Hat Hosted"
"Gartner Business Process Management Summit US 2014",2014-12-10,2014-12-12,USA,Nevada,"Las Vegas","Caesar's Palace","NORTH AMERICA",West,,,http://www.gartner.com/technology/summits/na/business-process/,,,"Silver sponsor",,"Industry Event"
"Red Hat Private PaaS workshop",2014-12-11,2014-12-11,,,," Embassy Suites Washington DC – Convention Center","NORTH AMERICA",,,,https://engage.redhat.com/content/PaaS-workshop-registration-s-919555121201,,,,,"User Groups"
"Argyle Executive Forum - Atlanta",2014-12-16,2014-12-16,USA,Georgia,Atlanta,,"NORTH AMERICA",East,,,http://www.argyleforum.com/,,,,,"C-level Event"
"RHEL Webinar",2014-12-17,2014-12-17,,,,,,,,,https://mojo.redhat.com/docs/DOC-991476,,,,,Webinars
"Storage webinar",2015-01-07,2015-01-07,,,,,,,,,https://mojo.redhat.com/docs/DOC-977126?sr=inbox&ru=10026,,,,,Webinars
"Storage webinar",2015-01-14,2015-01-14,,,,,,,,,https://mojo.redhat.com/docs/DOC-977126?sr=inbox&ru=10026,,,,,Webinars
"GroupWare - Sales Kickoff 2015",2015-01-20,2015-01-21,USA,California,"San Francisco","Hyatt Regency","NORTH AMERICA",West,,,,,,,,"Red Hat Partner Event"
"Storage webinar",2015-01-21,2015-01-21,,,,,,,,,https://mojo.redhat.com/docs/DOC-977126?sr=inbox&ru=10026,,,,,Webinars
"Red Hat Customer Convergence - Raleigh 2015",2015-01-22,2015-01-22,,,,"Red Hat Tower","NORTH AMERICA",West,,,,,,,GSS,"Customer Event"
"IBM Connect 2015",2015-01-25,2015-01-29,,,,,"NORTH AMERICA",East,,,http://www-01.ibm.com/software/collaboration/events/connect/,,,,Platform,"Red Hat Partner Event"
"Storage webinar",2015-01-28,2015-01-28,,,,,,,,,https://mojo.redhat.com/docs/DOC-977126?sr=inbox&ru=10026,,,,,Webinars
"Platform Without Boundaries",2015-02-03,2015-02-03,USA,California,"Los Angeles",,"NORTH AMERICA",West,,,http://www.redhatinfrastructureworkshops.com/,,,,"Field Marketing","Customer Event"
Distributech,2015-02-03,2015-02-05,USA,California,"San Diego","San Diego Convention Center","NORTH AMERICA",West,,,http://www.distributech.com/index.html#attend_3,,,,"Cloud,Platform","Industry Event"
"Open xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.meetup.com/OpenStack-New-York-Meetup/,,,,OpenStack,"User Groups"
"Open xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.meetup.com/Philly-OpenStack-Meetup-Group/,,,,,"User Groups"
"JIE Mission Partner Symposium 2015",2015-05-05,2015-05-07,USA,Maryland,Baltimore,"Baltimore Convention Center","NORTH AMERICA","Public Sector",,,http://events.jspargo.com/jie15/public/Content.aspx?ID=50042&sortMenu=101000,,,,"Public Sector","Industry Event"
"OpenStack Meetup - Boston, MA",,,,,,,"NORTH AMERICA",East,,,,,,,Cloud,"User Groups"
"CompuCom xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://mojo.redhat.com/docs/DOC-956690,,,,Channel,"Red Hat Partner Event"
"Storage Lunch-N-Learn, Houston",,,USA,Texas,Houston,TBD,"NORTH AMERICA",West,,,,,,,"Field Marketing","Red Hat Hosted"
